file_id	latin_name	english_cname	who_provided_recording	country	latitude	longitute	type	license	genus
121963	phylloscopus collybita	common chiffchaff	david m	united kingdom	54.1471	-0.601	male| song	http://creativecommons.org/licenses/by-nc-nd/3.0/	phylloscopus
71748	phylloscopus collybita	common chiffchaff	Mark Doveston	united kingdom	NA	NA	Song|call	http://creativecommons.org/licenses/by-nc-nd/2.5/	phylloscopus
101934	phylloscopus sibilatrix	wood warbler	Richard Dunn	united kingdom	54.9651	-2.317	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	phylloscopus
101862	phylloscopus sibilatrix	wood warbler	Richard Dunn	united kingdom	54.9651	-2.317	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	phylloscopus
101935	phylloscopus sibilatrix	wood warbler	Richard Dunn	united kingdom	54.9651	-2.317	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	phylloscopus
121601	phylloscopus trochilus	willow warbler	david m	united kingdom	54.1248	-0.5685	male| song	http://creativecommons.org/licenses/by-nc-nd/3.0/	phylloscopus
146755	phylloscopus trochilus	willow warbler	David Darrell-Lambert	united kingdom	57.1672	-3.702	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	phylloscopus
99529	phylloscopus trochilus	willow warbler	Tony Whitehead	united kingdom	50.601	-3.72	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	phylloscopus
121016	pica pica	eurasian magpie	Lars Lachmann	poland	52.443	21.094	call| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	pica
148889	pica pica	eurasian magpie	Stein . Nilsen	norway	69.5778	18.6401	flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/	pica
29230	pica pica	eurasian magpie	Ante Strand	sweden	59.58333	13.06667	Call	http://creativecommons.org/licenses/by-nc-nd/2.5/	pica
99072	picus viridis	european green woodpecker	Richard Dunn	united kingdom	55.07	-1.6059	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	picus
153131	picus viridis	european green woodpecker	Patrik berg	sweden	58.679	14.492	drumming| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	picus
43853	picus viridis	european green woodpecker	Stuart Fisher	united kingdom	51.5676	0.0451	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	picus
42344	pluvialis apricaria	european golden plover	Patrik berg	sweden	58.5356	14.2284	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	pluvialis
85842	pluvialis apricaria	european golden plover	Christoph Bock	norway	71.055	28.044	call| song	http://creativecommons.org/licenses/by-nc-nd/2.5/	pluvialis
42343	pluvialis apricaria	european golden plover	Patrik berg	sweden	58.5356	14.2284	call| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	pluvialis
150291	pluvialis squatarola	grey plover	Volker Arnold	germany	54.068	8.976	flight call	http://creativecommons.org/licenses/by-nc-sa/3.0/	pluvialis
146757	pluvialis squatarola	grey plover	David Darrell-Lambert	united kingdom	51.4633	0.2847	alarm call	http://creativecommons.org/licenses/by-nc-sa/3.0/	pluvialis
160879	pluvialis squatarola	grey plover	Marco Dragonetti	italy	43.8595	10.2373	call	http://creativecommons.org/licenses/by-nc-nd/3.0/	pluvialis
91185	poecile montanus	willow tit	Lars Lachmann	poland	52.4428	21.0939	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	poecile
98691	poecile montanus	willow tit	Stein . Nilsen	norway	69.5848	18.662	Subsong	http://creativecommons.org/licenses/by-nc-nd/2.5/	poecile
164926	poecile montanus	willow tit	Buhl Johannes	germany	48.3447	10.9154	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	poecile
46032	poecile palustris	marsh tit	Jarek Matusiak	poland	52.4559	20.7328	song from tree top	http://creativecommons.org/licenses/by-nc-nd/2.5/	poecile
55184	poecile palustris	marsh tit	GROSSELET Olivier	france	43.022	-0.16	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	poecile
26578	poecile palustris	marsh tit	Stuart Fisher	united kingdom	52.9453	0.5776	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	poecile
145537	prunella modularis	dunnock	Patrik berg	united kingdom	52.9382	1.1089	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	prunella
70132	prunella modularis	dunnock	Paul Driver	united kingdom	52.509	0.661	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	prunella
94669	prunella modularis	dunnock	Richard Dunn	united kingdom	55.0698	-1.5167	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	prunella
113905	pyrrhula pyrrhula	eurasian bullfinch	Jarek Matusiak	poland	52.1157	21.0907	call| male| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	pyrrhula
146707	pyrrhula pyrrhula	eurasian bullfinch	julien Rochefort	france	48.3941	2.577	male| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	pyrrhula
83357	pyrrhula pyrrhula	eurasian bullfinch	VOLKER ARNOLD	deutchland	54.116	9.325	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	pyrrhula
49540	regulus regulus	goldcrest	Andrew McCafferty	united kingdom	50.162325010000004	-1.16618667	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	regulus
78958	regulus regulus	goldcrest	Jacques PREVOST	france	45.3248	5.757	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	regulus
106846	regulus regulus	goldcrest	Jan-Kees Bossenbroek	france	47.6989	-3.2759	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	regulus
99937	sitta europaea	eurasian nuthatch	Tony Whitehead	united kingdom	50.651	-3.58	Call Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sitta
28926	sitta europaea	eurasian nuthatch	Stuart Fisher	united kingdom	51.2573	-0.5062	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sitta
78951	sitta europaea	eurasian nuthatch	Jacques PREVOST	france	45.307	5.5514	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sitta
128851	streptopelia decaocto	eurasian collared dove	Ashley Fisher	united kingdom	49.9196	-6.3053	male| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	streptopelia
101940	streptopelia decaocto	eurasian collared dove	Richard Dunn	united kingdom	55.065	-1.505	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	streptopelia
101941	streptopelia decaocto	eurasian collared dove	Richard Dunn	united kingdom	55.065	-1.505	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	streptopelia
40186	streptopelia turtur	european turtle dove	Marco Dragonetti	italy	42.6001	11.2834	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	streptopelia
75092	streptopelia turtur	european turtle dove	Tomas Belka	czech republic	50.1167	16.7667	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	streptopelia
144991	streptopelia turtur	european turtle dove	Marco Dragonetti	italy	42.6001	11.2834	song	http://creativecommons.org/licenses/by-nc-nd/3.0/	streptopelia
64728	strix aluco	tawny owl	Patrik berg	sweden	58.5731	14.2489	call| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	strix
67089	strix aluco	tawny owl	Richard Dunn	united kingdom	55.219	-1.765	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	strix
76765	strix aluco	tawny owl	Richard Dunn	united kingdom	55.219	-1.765	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	strix
101936	sturnus vulgaris	common starling	Richard Dunn	united kingdom	54.857	-2.2701	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sturnus
42698	sturnus vulgaris	common starling	Stuart Fisher	united kingdom	57.8981	-6.7995	Song/subsong	http://creativecommons.org/licenses/by-nc-nd/2.5/	sturnus
144382	sturnus vulgaris	common starling	Magnus Bergsson	iceland	64.674	-21.6221	drumming| impersonate| male| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	sturnus
94964	sylvia atricapilla	eurasian blackcap	Richard Dunn	united kingdom	55.2189	-1.7648	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
99357	sylvia atricapilla	eurasian blackcap	Tony Whitehead	united kingdom	50.658	-3.719	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
94967	sylvia atricapilla	eurasian blackcap	Richard Dunn	united kingdom	55.2189	-1.7648	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
102932	sylvia borin	garden warbler	Stuart Fisher	united kingdom	51.71	-0.011	Song and subsong	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
49443	sylvia borin	garden warbler	Andrew McCafferty	united kingdom	50.162325010000004	-1.16618667	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
146260	sylvia borin	garden warbler	david m	united kingdom	54.1329	-0.5494	male| song	http://creativecommons.org/licenses/by-nc-nd/3.0/	sylvia
135521	sylvia communis	common whitethroat	Suzanne MacLeod	united kingdom	51.3541	-2.0824	female| song	http://creativecommons.org/licenses/by-nc-sa/3.0/	sylvia
76740	sylvia communis	common whitethroat	Richard Dunn	united kingdom	55.07	-1.606	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
76742	sylvia communis	common whitethroat	Richard Dunn	united kingdom	55.07	-1.606	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
101932	sylvia curruca	lesser whitethroat	Richard Dunn	united kingdom	55.07	-1.6059	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
101933	sylvia curruca	lesser whitethroat	Richard Dunn	united kingdom	55.07	-1.6059	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
102278	sylvia curruca	lesser whitethroat	Richard Dunn	united kingdom	55.2809	-1.5801	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	sylvia
41816	tringa glareola	wood sandpiper	Hans Petter Kristoffersen	norway	69.6001	19.8334	call| song	http://creativecommons.org/licenses/by-nc-nd/2.5/	tringa
102868	tringa glareola	wood sandpiper	Jarek Matusiak	latvia	57.962	24.796	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	tringa
102869	tringa glareola	wood sandpiper	Jarek Matusiak	estonia	57.962	24.796	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	tringa
83912	tringa totanus	common redshank	Patrik berg	iceland	65.5501	-17.2334	call| song	http://creativecommons.org/licenses/by-nc-nd/2.5/	tringa
57919	tringa totanus	common redshank	Ruud van Beusekom	iceland	65.061	-13.975	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	tringa
110167	tringa totanus	common redshank	Jens Kirkeby	norway	69.6365	18.8518	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	tringa
133872	troglodytes troglodytes	eurasian wren	Mike Nelson	united kingdom	55.9937	-3.5605	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	troglodytes
59776	troglodytes troglodytes	eurasian wren	Frank Lambert	united kingdom	50.853	-0.164	song	http://creativecommons.org/licenses/by-nc-nd/3.0/	troglodytes
71024	troglodytes troglodytes	eurasian wren	Paul Driver	united kingdom	51.7209	-0.1448	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	troglodytes
121168	turdus iliacus	redwing	Lars Theng	sweden	58.1422	13.4531	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	turdus
27962	turdus iliacus	redwing	Patrik berg	sweden	58.453481	14.229355	Song	http://creativecommons.org/licenses/by-nc-sa/3.0/	turdus
25119	turdus iliacus	redwing	Niels Krabbe	finland	65.0667	24.6334	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	turdus
127996	turdus merula	common blackbird	david m	united kingdom	54.1226	-0.5429	call| flight call| male| song	http://creativecommons.org/licenses/by-nc-nd/3.0/	turdus
72861	turdus merula	common blackbird	Stuart Fisher	united kingdom	51.5278	-0.0101	Song of a male	http://creativecommons.org/licenses/by-nc-nd/2.5/	turdus
94958	turdus merula	common blackbird	Richard Dunn	united kingdom	55.0698	-1.5167	song	http://creativecommons.org/licenses/by-nc-nd/2.5/	turdus
96608	turdus philomelos	song thrush	Fraser Simpson	uk	51.636	-0.328	Song	http://creativecommons.org/licenses/by-nc-nd/2.5/	turdus
132392	turdus philomelos	song thrush	david m	united kingdom	54.12	-0.5445	song	http://creativecommons.org/licenses/by-nc-nd/3.0/	turdus
146756	turdus philomelos	song thrush	David Darrell-Lambert	united kingdom	51.6608	0.0031	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	turdus
27060	vanellus vanellus	northern lapwing	Patrik berg	sweden	58.4051	14.3028	song	http://creativecommons.org/licenses/by-nc-sa/3.0/	vanellus
97982	vanellus vanellus	northern lapwing	Herman van der Meer	netherlands	52.152	4.347	call| song	http://creativecommons.org/licenses/by-nc-nd/2.5/	vanellus
69855	vanellus vanellus	northern lapwing	Ruud van Beusekom	netherlands	52.2598	5.297	call| song	http://creativecommons.org/licenses/by-nc-nd/2.5/	vanellus
